appid,name,price,currency,genres,release_date,steam_review_score
376450,Last Days of Old Earth,73.99,BRL,Strategy,"7 Jun, 2016",66
376520,Kelvin and the Infamous Machine,32.99,BRL,"Adventure, Indie","21 Jul, 2016",79
376570,WildStar,,,"Free To Play, Massively Multiplayer, RPG","9 Jun, 2016",82
377020,The Magic Circle Demo,,,"Action, Adventure, Indie, Simulation, Strategy","9 Jul, 2015",79
377080,Hatoful Boyfriend: Holiday Star,19.99,BRL,"Adventure, Indie","5 Dec, 2015",54
377160,Fallout 4,59.99,BRL,RPG,"9 Nov, 2015",84
377300,Thunder Tier One,,,"Action, Simulation, Free To Play","7 Dec, 2021",65
377470,ENKI,10.89,BRL,"Adventure, Indie","31 Jul, 2015",43
377480,N.E.R.O.: Nothing Ever Remains Obscure,16.99,BRL,"Adventure, Indie","29 Apr, 2016",59
377840,FINAL FANTASY IX,15.79,BRL,RPG,"14 Apr, 2016",84
377860,Mushihimesama,59.99,BRL,Action,"12 Nov, 2015",86
377870,DARIUSBURST Chronicle Saviours,134.99,BRL,Action,"3 Dec, 2015",80
383870,Firewatch,25.99,CAD,"Adventure, Indie","9 Feb, 2016",81
386620,"Cook, Serve, Delicious! 2!!",25.99,BRL,"Action, Indie, Simulation, Strategy","13 Sep, 2017",62
387010,FIVE: Guardians of David,19.99,BRL,"Action, Adventure, RPG","24 Nov, 2015",66
387290,Ori and the Blind Forest: Definitive Edition,99.0,BRL,Action,"27 Apr, 2016",88
387380,Sylvio Demo,,,"Adventure, Indie","16 Jul, 2015",60
388060,The Escapists: The Walking Dead,9.19,BRL,"Indie, Strategy","30 Sep, 2015",66
388090,Five Nights at Freddy's 4,16.59,BRL,"Action, Indie, Strategy","23 Jul, 2015",51
388210,Day of the Tentacle Remastered,27.99,BRL,Adventure,"21 Mar, 2016",86
388320,1979 Revolution: Black Friday,20.69,BRL,"Action, Adventure, Indie","4 Apr, 2016",80
388420,In Between,23.99,BRL,Indie,"21 Aug, 2015",68
388520,Call of Duty®: Black Ops III,329.9,BRL,"Action, Adventure","5 Nov, 2015",73
388880,Oxenfree,12.99,CAD,"Adventure, Indie","14 Jan, 2016",80
389140,Horizon Chase Turbo,49.99,BRL,"Action, Casual, Indie, Racing, Sports","15 May, 2018",76
391220,Rise of the Tomb Raider™,2.99,USD,"Action, Adventure","9 Feb, 2016",86
392110,ENDLESS™ Space 2,39.99,EUR,Strategy,"18 May, 2017",80
393520,Iconoclasts,19.5,EUR,"Action, Adventure, Indie","23 Jan, 2018",87
394360,Hearts of Iron IV,14.99,EUR,"Simulazione, Strategia",6 giu 2016,83
397340,SimplePlanes,41.99,BRL,"Indie, Simulation","17 Dec, 2015",69
397350,Lords of the Realm II,10.49,BRL,"RPG, Strategy","3 Dec, 2015",77
397540,Borderlands 3,119.9,BRL,"Action, RPG","13 Mar, 2020",81
397550,Deus Ex: Revision,,,"Action, Adventure, RPG","13 Oct, 2015",90
397950,Clustertruck,46.99,BRL,"Action, Indie","27 Sep, 2016",76
398180,Euclidean,10.49,BRL,"Action, Casual, Indie","25 Sep, 2015",62
398640,Bowl Bound College Football,59.99,BRL,"Simulation, Sports, Strategy","3 Sep, 2015",80
398850,Epistory - Typing Chronicles,14.99,EUR,"Action, Adventure, Indie","30 Mar, 2016",74
398860,STASIS Deluxe Edition Upgrade,6.99,BRL,Adventure,"21 Sep, 2015",79
400110,Else Heart.Break(),73.99,BRL,"Adventure, Indie, RPG","24 Sep, 2015",79
400160,Concrete Jungle,23.5,BRL,"Indie, Strategy","23 Sep, 2015",76
400170,The Incredible Adventures of Van Helsing: Final Cut,121.99,BRL,"Action, Adventure, Indie, RPG","6 Nov, 2015",79
400180,Okhlos: Omega,41.99,BRL,"Action, Indie, Strategy","18 Aug, 2016",69
403640,Dishonored 2,29.99,USD,Action,"11 Nov, 2016",86
404012,Total War: WARHAMMER - Call of the Beastmen,66.99,PLN,"Action, Strategy","28 Jul, 2016",72
406720,Alekhine's Gun,46.99,BRL,"Action, Adventure","11 Mar, 2016",40
406850,Crush Your Enemies,32.99,BRL,"Action, Indie, Strategy","13 Jul, 2016",63
407040,2064: Read Only Memories Demo,,,"Adventure, Indie","5 Oct, 2015",80
407810,Hard Reset Redux,5.99,BRL,"Action, Adventure","3 Jun, 2016",73
408120,Cibele,29.99,BRL,Indie,"2 Nov, 2015",71
408250,Eagle Flight,59.99,BRL,"Action, Simulation","20 Dec, 2016",74
408400,Swords and Sorcery - Underworld - Definitive Edition,20.69,BRL,"Adventure, Indie, RPG","15 Dec, 2015",66
408520,FORM,27.99,BRL,"Adventure, Casual, Indie","1 Jun, 2017",81
408530,FORM - Episode 1 Demo,,,"Adventure, Casual, Indie","5 Dec, 2017",81
408640,Code of Princess,46.99,BRL,"Action, Adventure, RPG","14 Apr, 2016",53
408760,Pro Cycling Manager 2016,29.9,BRL,"Simulation, Sports","16 Jun, 2016",64
408920,Krai Mira: post-apocalyptic Crimea,20.69,BRL,"Adventure, Indie, RPG","11 Jul, 2016",50
408960,Zombasite,59.99,BRL,"Action, Indie, RPG","23 Aug, 2016",66
410110,12 is Better Than 6,1.99,USD,"Action, Indie","Nov 20, 2015",74
411300,ELEX,7.49,USD,"Action, Adventure, RPG","17 Oct, 2017",67
412830,STEINS;GATE,33.99,CAD,Adventure,"8 Sep, 2016",87
413150,Stardew Valley,14.99,USD,"Indie, RPG, Simulation","26 Feb, 2016",89
413410,Danganronpa: Trigger Happy Havoc,19.99,EUR,Adventure,"18 Feb, 2016",82
415200,Motorsport Manager,19.99,USD,"Racing, Simulation, Sports, Strategy","Nov 9, 2016",81
417290,Ghost of a Tale,59.99,BRL,"Action, Adventure, Indie, RPG","13 Mar, 2018",75
417880,Everybody's Gone to the Rapture,74.9,BRL,"Adventure, Casual, Indie","14 Apr, 2016",76
418180,Tempest: Pirate Action RPG,16.44,BRL,"Action, Indie, RPG","22 Aug, 2016",60
418240,Shadow Tactics: Blades of the Shogun,49.99,CAD,"Indie, Strategy","6 Dec, 2016",85
418250,Polaris Sector,107.99,BRL,"Simulation, Strategy","22 Mar, 2016",76
418370,Resident Evil 7 Biohazard,35.6,BRL,"Action, Adventure","23 Jan, 2017",83
418460,Rising Storm 2: Vietnam,24.99,USD,"Action, Massively Multiplayer, Simulation, Strategy","May 30, 2017",81
418530,Spelunky 2,37.99,BRL,"Action, Indie","29 Sep, 2020",91
419060,Chaos Reborn Demo,,,"Indie, Strategy","20 Nov, 2015",85
419460,"That Dragon, Cancer",19.99,BRL,"Adventure, Indie","11 Jan, 2016",78
419480,Starpoint Gemini Warlords,81.5,BRL,"Action, RPG, Simulation, Strategy","23 May, 2017",73
420060,Candle,2.54,BRL,"Adventure, Indie","11 Nov, 2016",80
420610,Cities: Skylines - Snowfall,12.99,EUR,"Simulation, Strategy","18 Feb, 2016",72
424840,Little Nightmares,19.99,EUR,Adventure,"27 Apr, 2017",81
427520,Factorio,35.0,USD,"Casual, Indie, Simulation, Strategy","14 Aug, 2020",90
429530,Falcon 4.0,46.99,BRL,Simulation,"8 Jan, 2016",85
429630,Wuppo Demo,,,"Action, Adventure, Indie, RPG","29 Aug, 2016",78
429660,Tales of Berseria™,49.99,USD,"Action, RPG","26 Jan, 2017",80
429680,Spellweaver,,,"Free To Play, Indie, Massively Multiplayer, Strategy","1 Feb, 2016",63
430410,Memoranda,27.99,BRL,"Adventure, Indie","25 Jan, 2017",58
431250,Mushroom Wars,19.99,BRL,"Action, Indie, Strategy","7 Apr, 2016",80
431650,Phoning Home,,,"Action, Adventure, Indie","7 Feb, 2017",61
433340,Slime Rancher,0.89,USD,"Action, Adventure, Indie, Simulation","1 Aug, 2017",81
433850,Z1 Battle Royale,,,"Action, Adventure, Free To Play, Massively Multiplayer","28 Feb, 2018",70
440550,Atomik: RunGunJumpGun,26.49,BRL,"Action, Indie","31 Aug, 2016",82
440880,The Count Lucanor,29.99,BRL,"Adventure, Indie, RPG","3 Mar, 2016",78
441680,Obscuritas,75.0,BRL,Adventure,"17 Mar, 2016",63
441960,American Truck Simulator Demo,,,"Indie, Simulation","9 Feb, 2016",76
441990,Cobalt Demo,,,"Action, Adventure, Indie","11 Mar, 2016",69
442120,Pinball FX3,,,Simulation,"26 Sep, 2017",89
447820,Day of Infamy,3.74,USD,"Action, Indie, Strategy","Mar 23, 2017",77
449610,Monster Boy and the Cursed Kingdom,38.99,CAD,"Action, Adventure, Indie","25 Jul, 2019",82
451310,A Fold Apart,32.99,BRL,"Adventure, Indie, Strategy","16 Apr, 2020",77
451380,The Darkside Detective Demo,,,Adventure,"30 Jun, 2016",77
451570,Demetrios - The BIG Cynical Adventure,19.99,BRL,"Adventure, Casual, Indie","31 May, 2016",72
452280,Factorio Demo,,,"Casual, Indie, Simulation, Strategy","24 Mar, 2016",90
452340,Ian's Eyes,,,"Adventure, Indie","1 Sep, 2016",36
452410,Damsel,17.99,BRL,"Action, Indie","19 Oct, 2018",65
452420,Koihime Enbu,16.99,BRL,Action,"19 May, 2016",68
452530,Sunless Sea - Zubmariner,21.99,BRL,"Adventure, Indie, RPG","11 Oct, 2016",78
452570,Battle Chef Brigade Deluxe,37.99,BRL,"Action, Adventure, Indie, RPG","20 Nov, 2017",80
453020,Hyper Light Drifter Original Soundtrack,10.49,BRL,"Action, RPG","12 Apr, 2016",84
453090,Parkitect,88.99,BRL,"Casual, Indie, Simulation, Strategy","29 Nov, 2018",83
453310,Blackwood Crossing,29.99,BRL,"Adventure, Indie","4 Apr, 2017",70
454160,Dark Fear,8.39,BRL,"Adventure, Indie, RPG","22 Jun, 2016",66
456670,Hand of Fate 2,29.99,CAD,"Action, Indie, RPG","7 Nov, 2017",80
462770,Pyre,59.99,BRL,"Action, Indie, RPG","25 Jul, 2017",82
463170,Jagged Alliance: Rage!,64.99,BRL,"Adventure, RPG, Simulation, Strategy","6 Dec, 2018",59
464060,RUINER,59.99,BRL,"Action, Indie","26 Sep, 2017",75
464150,Regalia: Of Men and Monarchs,37.99,BRL,"Indie, RPG, Simulation, Strategy","18 May, 2017",73
464880,Stars in Shadow,11.09,BRL,"Indie, Strategy","19 Jan, 2017",75
464920,Surviving Mars,107.99,BRL,"Simulation, Strategy","15 Mar, 2018",76
466560,Northgard,4.79,USD,"Adventure, Indie, Simulation, Strategy","7 Mar, 2018",81
469820,Genital Jousting,6.99,USD,"Action, Indie","Jan 18, 2018",68
477160,Human Fall Flat,11.39,BRL,"Adventure, Casual, Indie, Simulation","22 Jul, 2016",70
477740,Zero Escape: The Nonary Games,24.99,EUR,Adventure,"24 Mar, 2017",86
477770,Ride 2,124.5,BRL,"Racing, Simulation, Sports","7 Oct, 2016",67
479060,WildStar: Captain's Pack,,,"Massively Multiplayer, RPG","23 Jun, 2016",82
479061,WildStar: Cute & Cuddly Pack,,,"Massively Multiplayer, RPG","23 Jun, 2016",82
479110,Hunter's Legacy,13.99,BRL,"Action, Adventure, Indie","19 Jul, 2016",58
480430,Hide and Shriek,,,"Action, Free To Play","19 Oct, 2017",68
480470,Blacksea Odyssey Demo,,,"Action, Free To Play, Indie","25 May, 2016",74
481110,The Bunker,7.04,BRL,"Adventure, Indie","20 Sep, 2016",57
481510,Night in the Woods,59.99,BRL,Adventure,"21 Feb, 2017",88
482370,Hunter's Legacy Demo,,,"Action, Adventure, Indie","3 Jun, 2016",58
482450,Nitroplus Blasterz: Heroines Infinite Duel,37.99,BRL,Action,"8 Dec, 2016",63
484900,Aven Colony,31.98,BRL,"Indie, Simulation, Strategy","25 Jul, 2017",65
489830,The Elder Scrolls V: Skyrim Special Edition,53.49,CAD,RPG,"27 Oct, 2016",74
493180,Dynasty Feud,,,"Action, Indie","23 May, 2017",68
493200,RiME,55.99,BRL,Adventure,"26 May, 2017",78
493340,Planet Coaster,81.99,BRL,"Action, Adventure, Casual, Simulation, Strategy","17 Nov, 2016",84
493520,GTFO,44.99,CAD,Action,"9 Dec, 2021",78
493530,Layers of Fear: Inheritance,10.49,BRL,"Adventure, Indie","2 Aug, 2016",70
493540,Figment,36.99,BRL,"Action, Adventure, Casual, Indie","22 Sep, 2017",77
493840,Marvel vs. Capcom: Infinite,33.8,BRL,Action,"19 Sep, 2017",69
493860,The Silver Case Demo,,,"Adventure, Free To Play","8 Aug, 2016",64
493900,Dungeons 3,139.0,BRL,"Simulation, Strategy","13 Oct, 2017",75
494100,ENIGMA:,23.49,BRL,"Adventure, Indie","15 Nov, 2016",56
494170,Miniature Garden,59.99,BRL,"Adventure, Casual, Indie","30 Mar, 2017",66
494340,Don't Knock Twice Demo,,,Action,"24 Oct, 2016",56
494670,TransRoad: USA,59.99,BRL,"Casual, Simulation, Strategy","9 Nov, 2017",53
495420,State of Decay 2: Juggernaut Edition,29.99,USD,"Action, RPG, Simulation","Mar 13, 2020",69
503400,Four Last Things,29.99,BRL,"Adventure, Indie","23 Feb, 2017",83
503560,911 Operator,27.99,BRL,"Casual, Indie, Simulation, Strategy","24 Feb, 2017",68
503620,Fictorum,20.69,BRL,"Action, Indie, RPG","9 Aug, 2017",64
503810,Ian's Eyes Demo,,,"Adventure, Indie","20 Jul, 2016",36
503940,Railway Empire,139.0,BRL,"Simulation, Strategy","26 Jan, 2018",74
504230,Celeste,59.99,BRL,"Action, Adventure, Indie","25 Jan, 2018",88
504370,Battlerite,,,"Action, Free To Play","8 Nov, 2017",85
504920,39 Days to Mars,40.19,BRL,"Adventure, Indie","25 Apr, 2018",71
505330,Apocalipsis,23.5,BRL,"Adventure, Casual, Indie","28 Feb, 2018",73
505640,Antihero,46.99,BRL,"Indie, Strategy","10 Jul, 2017",81
505740,Eximius: Seize the Frontline,59.99,BRL,"Action, Strategy","16 Mar, 2021",53
506510,Shadows of Adam,27.99,BRL,"Indie, RPG","23 Feb, 2017",78
506610,Five Nights at Freddy's: Sister Location,16.59,BRL,"Action, Indie, Simulation","7 Oct, 2016",62
506900,Downward: Enhanced Edition,17.99,BRL,"Adventure, Indie","13 Jul, 2017",77
514080,Deadly Dozen,19.99,BRL,"Action, Adventure, Casual, Simulation, Sports, Strategy","26 Jan, 2017",56
514140,Elite Warriors: Vietnam,19.99,BRL,Action,"2 Feb, 2017",46
514150,Line of Sight: Vietnam,19.99,BRL,Action,"1 Dec, 2016",68
514310,SENRAN KAGURA Bon Appétit! - Full Course,37.99,BRL,Casual,"10 Nov, 2016",62
514340,Aliens Go Home Run,8.39,BRL,"Action, Indie","27 Jan, 2017",84
515180,Bus Simulator 18,73.99,BRL,Simulation,"13 Jun, 2018",67
515191,Cities: Skylines - Natural Disasters,14.99,EUR,"Simulazione, Strategia",29 nov 2016,80
515960,Martha Is Dead,57.99,BRL,"Adventure, Indie","24 Feb, 2022",73
516110,ToeJam & Earl: Back in the Groove!,28.99,BRL,"Adventure, Casual, Indie","28 Feb, 2019",76
516580,DYSTORIA,37.99,BRL,"Action, Casual, Indie, Racing, Strategy","20 Feb, 2017",72
517630,Just Cause 4 Reloaded,,,"Action, Adventure","4 Dec, 2018",68
519860,DUSK,8.49,CAD,"Action, Indie","10 Dec, 2018",88
523210,A Normal Lost Phone,7.99,BRL,"Casual, Indie","26 Jan, 2017",71
523650,Lust for Darkness,27.99,BRL,"Adventure, Indie","12 Jun, 2018",50
523780,Emily is Away Too,10.49,BRL,"Adventure, Casual, Indie, RPG, Simulation","26 May, 2017",81
524220,NieR:Automata™,18.72,CAD,"Action, RPG","17 Mar, 2017",84
526870,Satisfactory,42000.0,KRW,"Adventure, Indie, Simulation, Strategy","10 Sep, 2024",91
531180,AIRHEART - Tales of broken Wings,27.99,BRL,"Action, Indie","23 Jul, 2018",62
531210,Unbox Demo,,,"Action, Adventure, Indie","21 Sep, 2016",68
531220,Splasher Demo,,,,"27 Sep, 2017",79
532110,Rusty Lake: Roots,13.79,BRL,"Adventure, Indie","20 Oct, 2016",75
532270,Lethal VR,26.9,BRL,"Action, Simulation","8 Nov, 2016",66
532290,Dark Train,20.69,BRL,"Adventure, Indie","25 Oct, 2016",77
532840,CAYNE,,,"Adventure, Indie, Free To Play","24 Jan, 2017",75
535930,Two Point Hospital,29.99,USD,"Indie, Simulation","Aug 29, 2018",83
540210,Redie Demo,,,"Violent, Gore, Action, Indie","1 Dec, 2016",79
541310,Tiny Thor,59.99,BRL,"Action, Adventure, Indie","5 Jun, 2023",75
542050,Forgotton Anne,37.99,BRL,"Action, Adventure, Casual, Indie","15 May, 2018",76
542810,Dex Demo,,,"Violent, Action, Adventure, Indie, RPG","30 Mar, 2017",62
543010,Bush Hockey League,23.99,BRL,"Violent, Sports","28 Mar, 2017",48
543080,Orwell Demo,,,"Adventure, Indie, Simulation","20 Oct, 2016",77
547502,Cities: Skylines - Mass Transit,12.99,USD,"Simulation, Strategy","May 18, 2017",78
548430,Deep Rock Galactic,29.99,EUR,Action,"13 May, 2020",85
548570,RAGE 2,39.99,EUR,Action,"13 May, 2019",73
551700,Gunheart,10.49,BRL,"Action, Indie","4 Jun, 2018",83
551730,Toukiden 2,34.97,BRL,Action,"21 Mar, 2017",73
551770,ECHO,45.99,BRL,"Action, Adventure, Indie","19 Sep, 2017",72
552500,Warhammer: Vermintide 2,88.99,BRL,"Action, Indie, RPG","8 Mar, 2018",82
552590,The Sexy Brutale,36.99,BRL,"Adventure, Indie","11 Apr, 2017",83
552620,ATOM RPG: Post-apocalyptic indie game,46.99,BRL,RPG,"19 Dec, 2018",70
552990,World of Warships,,,"Action, Massively Multiplayer, Simulation, Strategy, Free To Play","15 Nov, 2017",81
557340,My Friend Pedro,25.99,CAD,"Action, Indie","20 Jun, 2019",81
560130,Pillars of Eternity II: Deadfire,74.0,BRL,RPG,"8 May, 2018",88
562040,Men of War: Assault Squad 2,88.99,BRL,"Action, Simulation, Strategy","15 May, 2014",68
562500,Warstone TD,7.24,BRL,"Indie, Strategy","23 May, 2018",70
570710,Extinction,57.99,BRL,"Action, Adventure","9 Apr, 2018",51
570940,DARK SOULS™: REMASTERED,24.99,USD,Action,"23 May, 2018",84
571310,SteamWorld Dig 2,37.99,BRL,"Action, Adventure, Indie","22 Sep, 2017",85
571480,Scrap Garden Demo,,,"Action, Adventure, Indie","20 Dec, 2016",58
571880,Angels with Scaly Wings™ / 鱗羽の天使,29.99,BRL,"Adventure, Indie, RPG, Simulation","31 Jan, 2017",67
572050,Call to Power II,32.9,BRL,Strategy,"18 Apr, 2017",72
572410,Steel Division: Normandy 44,71.99,BRL,"Action, Simulation, Strategy","23 May, 2017",83
572430,Party Hard 2,59.99,BRL,"Action, Adventure, Indie, Simulation, Strategy","25 Oct, 2018",74
572740,Nancy Drew®: The Secret of Shadow Ranch,20.69,BRL,Adventure,"9 Jan, 2017",68
572890,Pikuniku,16.99,CAD,"Action, Adventure, Casual, Indie","24 Jan, 2019",74
573100,Battlefleet Gothic: Armada 2,74.9,BRL,Strategy,"24 Jan, 2019",77
573120,Dead In Vinland,59.99,BRL,"Adventure, Indie, RPG, Simulation, Strategy","12 Apr, 2018",74
573130,Aporia: Beyond The Valley,31.99,BRL,"Adventure, Indie","19 Jul, 2017",71
573410,AI War 2,14.99,BRL,"Indie, Simulation, Strategy","22 Oct, 2019",75
581270,Old Man's Journey,17.99,BRL,"Adventure, Casual, Indie","17 May, 2017",76
581320,Insurgency: Sandstorm,99.9,BRL,Action,"12 Dec, 2018",78
581660,Super Meat Boy Forever,37.99,BRL,"Action, Adventure, Indie","10 Jan, 2022",70
582010,Monster Hunter: World,42.57,BRL,Action,"8 Aug, 2018",88
582270,Everything,27.99,BRL,"Casual, Indie, RPG, Simulation","21 Apr, 2017",78
582660,Black Desert,17.46,BRL,"Action, Adventure, Massively Multiplayer, RPG, Strategy","15 Nov, 2017",80
584400,Sonic Mania,26.99,CAD,"Action, Adventure, Casual","29 Aug, 2017",84
590380,Into the Breach,28.99,BRL,"Indie, RPG, Simulation, Strategy","27 Feb, 2018",90
590690,Sprint Vector,55.99,BRL,"Action, Indie, Racing, Sports","8 Feb, 2018",84
591460,Parkasaurus,73.99,BRL,"Simulation, Strategy","12 Aug, 2020",70
591630,Candleman: The Complete Journey,28.99,BRL,"Action, Adventure, Indie, RPG","31 Jan, 2018",76
591750,Solo,28.99,BRL,"Adventure, Indie","26 Apr, 2018",77
592480,Knights And Bikes,11.39,CAD,"Action, Adventure, Indie","26 Aug, 2019",79
592580,PRO EVOLUTION SOCCER 2018,,,Sports,"13 Sep, 2017",81
594570,Total War: WARHAMMER II,59.99,EUR,"Akció, Stratégia",2017. szept. 28.,87
594650,Hunt: Showdown 1896,17.99,CAD,Action,"27 Aug, 2019",81
597760,Yuppie Psycho: Executive Edition,16.19,EUR,"Adventure, Indie","25 Apr, 2019",81
599140,Graveyard Keeper,25.0,HKD,"Adventure, Indie, RPG, Simulation","15 Aug, 2018",69
600130,Valfaris,9.49,BRL,"Action, Indie","10 Oct, 2019",86
600370,Paradigm,14.99,USD,"Adventure, Indie","Apr 5, 2017",85
600480,Megaquarium,24.99,USD,"Casual, Indie, Simulation, Strategy","Sep 13, 2018",69
600990,The Gardens Between,47.99,BRL,"Adventure, Indie","19 Sep, 2018",80
601150,Devil May Cry 5,9.89,USD,Action,"Mar 7, 2019",89
601430,The Evil Within 2,155.0,BRL,"Action, Adventure","12 Oct, 2017",80
601840,Griftlands,37.99,BRL,Indie,"1 Jun, 2021",84
602070,Plasma Puncher,5.99,USD,"Action, Casual, Indie","May 11, 2017",69
